Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Oklahoma,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,6,19,386285
Maine,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Connecticut,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Missouri,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
South Carolina,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Montana,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Kentucky,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Indiana,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
North Carolina,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Iowa,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Nebraska,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
South Dakota,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Kansas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Massachusetts,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Alaska,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Alabama,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Utah,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
New Mexico,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
District of Columbia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Oklahoma,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
New Hampshire,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Nevada,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Colorado,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Idaho,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Oregon,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Wisconsin,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Delaware,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Tennessee,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Arizona,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Louisiana,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Mississippi,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Vermont,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Wyoming,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Arkansas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Ohio,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Rhode Island,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
West Virginia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
North Dakota,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Virginia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Minnesota,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Illinois,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.1,24,780438
Hawaii,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.5,37,912454
Texas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.5,58,1625961
California,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.6,254,6422594
Washington,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.7,32,860719
Pennsylvania,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.7,17,507831
Florida,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.9,29,699931
New York,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4,75,1812223
Maryland,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4,18,435887
Georgia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4.4,23,504406
Michigan,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,5.1,17,361567
New Jersey,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,5.9,55,920832
Montana,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
South Carolina,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Indiana,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Iowa,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Kentucky,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Kansas,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Alabama,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Nebraska,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
South Dakota,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Alaska,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Hawaii,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Nevada,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
North Dakota,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Missouri,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Delaware,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Mississippi,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Wyoming,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Tennessee,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Ohio,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Michigan,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Vermont,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Arkansas,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
West Virginia,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Louisiana,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Idaho,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Rhode Island,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
New Hampshire,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Maine,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
District of Columbia,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Wisconsin,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,,,
New Mexico,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,3.3,34,1046092
Georgia,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,3.7,30,1067941
Illinois,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.1,77,2219748
Maryland,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.3,21,654437
Washington,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.5,31,1027545
Colorado,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.6,48,1274247
Texas,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.6,452,11691857
Arizona,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.7,93,2366919
Oregon,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.7,18,579836
Virginia,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.7,36,855301
North Carolina,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.8,37,1052435
California,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,4.9,652,15569780
Oklahoma,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,5.1,18,452487
Pennsylvania,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,5.1,32,1032627
Massachusetts,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,5.4,36,867425
New York,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,5.6,200,3738921
Florida,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,6,356,5749737
New Jersey,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,6,102,1874656
Connecticut,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,6.1,31,612929
Minnesota,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,6.2,16,321686
Utah,Brain and Other Nervous System,2020,Male and Female,Hispanic,Incidence,7.3,25,471647
Nevada,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,,,
Indiana,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,,,
Puerto Rico,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,4.6,82,1555294
South Dakota,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,5.3,27,450659
New Mexico,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,5.3,61,1042459
Hawaii,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,5.9,47,704366
Mississippi,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,5.9,95,1435815
Louisiana,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.3,151,2264160
Texas,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.5,947,14581051
Maryland,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.6,209,2932574
Virginia,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.6,306,4227531
South Carolina,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.7,202,2523412
Georgia,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.7,363,5201549
Idaho,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.7,68,916124
Arkansas,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.7,111,1486856
District of Columbia,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.7,21,337932
California,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.9,1427,19577489
Vermont,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,6.9,29,307992
Ohio,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7,455,5732661
Oklahoma,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7,148,1971181
Michigan,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7,392,4907813
New York,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7,740,9390497
North Carolina,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.1,413,5152582
Kansas,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.1,113,1451540
Tennessee,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.2,273,3358020
Oregon,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.2,172,2102461
Wisconsin,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.2,248,2903716
Colorado,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.3,232,2925887
Illinois,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.3,494,6185306
North Dakota,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.3,31,391815
Florida,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.4,964,10620180
Arizona,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.4,304,3685926
Kentucky,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.4,187,2205345
Alaska,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.5,30,381537
Massachusetts,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.5,288,3347032
Missouri,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.5,255,3017723
Washington,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.6,315,3853598
Iowa,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.7,140,1575695
Alabama,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.7,201,2376966
Wyoming,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.7,25,296891
Minnesota,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.8,242,2818594
Nebraska,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.9,82,967813
Pennsylvania,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.9,579,6267042
West Virginia,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.9,82,884276
New Jersey,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,7.9,385,4343049
Utah,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,8.1,126,1637740
Delaware,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,8.3,46,476740
Montana,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,8.4,51,544101
Maine,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,8.5,78,661301
New Hampshire,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,8.5,64,676994
Rhode Island,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,9,51,514692
Connecticut,Brain and Other Nervous System,2020,Male,All Races and Ethnicities,Incidence,9.2,185,1734920
Nevada,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,,,
Indiana,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,,,
Hawaii,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,3.1,26,702640
New Mexico,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,3.2,42,1063860
Puerto Rico,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,3.5,83,1726244
Rhode Island,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.3,31,542433
Mississippi,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.3,78,1530971
California,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.5,1020,19790589
Idaho,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.5,51,910789
South Carolina,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.6,154,2694628
Nebraska,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.6,51,969739
Oklahoma,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.6,109,2009602
Louisiana,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.6,123,2381158
Michigan,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.7,291,5058742
South Dakota,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.8,23,442058
Arizona,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.8,208,3735475
Illinois,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.8,364,6402224
Montana,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,4.9,34,536476
Alaska,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5,20,349621
Georgia,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5,317,5508468
Massachusetts,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5,215,3546542
Delaware,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5,30,510069
Texas,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5,791,14779708
Ohio,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5,366,5960556
Pennsylvania,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.1,417,6516212
New Hampshire,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.1,50,689281
North Carolina,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.2,338,5448241
Florida,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.2,762,11113132
Oregon,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.2,136,2139046
Connecticut,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.3,119,1822086
Colorado,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.3,172,2881832
Arkansas,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.3,100,1543666
District of Columbia,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.3,19,374884
Virginia,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.3,267,4363032
North Dakota,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.3,22,373494
Kansas,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.4,85,1462265
Tennessee,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.4,227,3528814
New York,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.4,622,9946279
West Virginia,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.5,63,900511
New Jersey,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.5,298,4539322
Minnesota,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.5,177,2838748
Wisconsin,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.5,201,2928939
Maryland,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.6,210,3123228
Kentucky,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.6,155,2271906
Washington,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.6,240,3840014
Iowa,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.7,110,1587866
Missouri,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.7,211,3133825
Vermont,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.8,26,315355
Wyoming,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.8,19,285437
Maine,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.8,56,688840
Utah,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,5.9,93,1612139
Alabama,Brain and Other Nervous System,2020,Female,All Races and Ethnicities,Incidence,6.3,194,2544566
Nevada,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Indiana,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Utah,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,27.2,793,3249879
Colorado,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,27.4,1772,5807719
Delaware,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,27.5,368,986809
Arizona,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,27.6,2562,7421401
Vermont,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,27.9,239,623347
Massachusetts,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,28.5,2436,6893574
Oregon,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,28.8,1523,4241507
Rhode Island,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,29.2,399,1057125
District of Columbia,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,29.5,204,712816
Virginia,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,29.9,3052,8590563
California,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30,13447,39368078
New Mexico,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30,780,2106319
Michigan,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30,3803,9966555
Washington,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30.1,2650,7693612
Wisconsin,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30.5,2245,5832655
North Carolina,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30.6,3963,10600823
Connecticut,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30.7,1416,3557006
New Hampshire,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30.8,555,1366275
Puerto Rico,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,30.8,1467,3281538
South Carolina,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,31.5,2105,5218040
Maryland,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,31.5,2291,6055802
Florida,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,32,9865,21733312
Minnesota,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,32,2171,5657342
Idaho,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,32.3,677,1826913
New York,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,32.8,7981,19336776
Maine,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,32.9,629,1350141
Texas,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,33.2,10122,29360759
Pennsylvania,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,33.3,5688,12783254
Wyoming,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,33.7,235,582328
North Dakota,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,34.2,302,765309
Oklahoma,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,34.4,1613,3980783
Illinois,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,34.5,5292,12587530
Ohio,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35,5171,11693217
Kansas,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.2,1219,2913805
Missouri,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.3,2706,6151548
Nebraska,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.5,792,1937552
New Jersey,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.5,3971,8882371
Montana,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.6,499,1080577
South Dakota,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.6,382,892717
Arkansas,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.6,1325,3030522
Iowa,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.7,1412,3163561
Georgia,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,35.9,4336,10710017
Tennessee,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,36.3,3061,6886834
Hawaii,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,36.8,660,1407006
Alabama,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,37,2281,4921532
Mississippi,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,39.4,1437,2966786
Louisiana,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,39.5,2203,4645318
Alaska,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,40.8,305,731158
West Virginia,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,40.8,1023,1784787
Kentucky,Colon and Rectum,2020,Male and Female,All Races and Ethnicities,Incidence,41.2,2279,4477251
Nevada,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Indiana,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Puerto Rico,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,2.8,151,3281538
New Mexico,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.1,86,2106319
California,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.4,1608,39368078
Utah,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.4,108,3249879
Maryland,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.5,269,6055802
Arizona,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.5,357,7421401
Texas,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.5,1126,29360759
Hawaii,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.8,73,1407006
South Dakota,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.9,48,892717
New York,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.9,1005,19336776
Virginia,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,3.9,428,8590563
Colorado,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.1,283,5807719
New Jersey,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.1,482,8882371
Delaware,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.1,57,986809
Idaho,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.1,93,1826913
Washington,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.1,395,7693612
South Carolina,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.2,307,5218040
North Carolina,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.2,577,10600823
Georgia,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.2,533,10710017
Florida,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.2,1404,21733312
Oregon,Esophagus,2020,Male and Female,All Races and Ethnicities,Incidence,4.2,240,4241507
